Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.5935        -332.2635    -335.3153       3.0518   323.4
1.5940        -332.2522    -335.3241       3.0719   325.6
1.5945        -332.2392    -335.3237       3.0844   326.9
1.5950        -332.2260    -335.3236       3.0976   328.3
1.5955        -332.2135    -335.3350       3.1214   330.8
1.5960        -332.2022    -335.3543       3.1521   334.0
1.5965        -332.1909    -335.3606       3.1697   335.9
1.5970        -332.1786    -335.3286       3.1500   333.8
1.5975        -332.1644    -335.2459       3.0815   326.6
1.5980        -332.1485    -335.1305       2.9820   316.0
1.5985        -332.1327    -335.0264       2.8937   306.7
1.5990        -332.1183    -334.9785       2.8602   303.1
1.5995        -332.1065    -335.0055       2.8991   307.2
1.6000        -332.0955    -335.0833       2.9878   316.6
1.6005        -332.0833    -335.1634       3.0801   326.4
1.6010        -332.0685    -335.2070       3.1385   332.6
1.6015        -332.0514    -335.2035       3.1521   334.1
1.6020        -332.0338    -335.1710       3.1372   332.5
1.6025        -332.0167    -335.1352       3.1186   330.5
1.6030        -332.0001    -335.1127       3.1126   329.9
1.6035        -331.9839    -335.1100       3.1260   331.3
1.6040        -331.9671    -335.1267       3.1596   334.8
1.6045        -331.9496    -335.1663       3.2167   340.9
1.6050        -331.9326    -335.2340       3.3014   349.9
1.6055        -331.9164    -335.3223       3.4058   360.9
1.6060        -331.9006    -335.4039       3.5033   371.3
1.6065        -331.8843    -335.4422       3.5579   377.1
1.6070        -331.8659    -335.4141       3.5481   376.0
1.6075        -331.8458    -335.3314       3.4856   369.4
1.6080        -331.8260    -335.2388       3.4128   361.7
1.6085        -331.8082    -335.1845       3.3763   357.8
1.6090        -331.7930    -335.1927       3.3997   360.3
1.6095        -331.7786    -335.2550       3.4764   368.4
1.6100        -331.7648    -335.3450       3.5802   379.4
1.6105        -331.7501    -335.4297       3.6795   389.9
1.6110        -331.7354    -335.4838       3.7484   397.2
1.6115        -331.7199    -335.4912       3.7713   399.7
1.6120        -331.7037    -335.4535       3.7498   397.4
1.6125        -331.6871    -335.3948       3.7078   392.9
1.6130        -331.6714    -335.3558       3.6844   390.5
1.6135        -331.6583    -335.3709       3.7126   393.5
1.6140        -331.6477    -335.4466       3.7988   402.6
1.6145        -331.6385    -335.5569       3.9183   415.3
1.6150        -331.6307    -335.6572       4.0265   426.7
1.6155        -331.6216    -335.7002       4.0786   432.2
1.6160        -331.6118    -335.6640       4.0522   429.4
1.6165        -331.6013    -335.5619       3.9605   419.7
1.6170        -331.5918    -335.4349       3.8431   407.3
1.6175        -331.5848    -335.3301       3.7453   396.9
1.6180        -331.5805    -335.2736       3.6931   391.4
1.6185        -331.5786    -335.2591       3.6805   390.1
1.6190        -331.5764    -335.2583       3.6819   390.2
1.6195        -331.5747    -335.2498       3.6751   389.5
1.6200        -331.5733    -335.2191       3.6458   386.4
1.6205        -331.5720    -335.1588       3.5867   380.1
1.6210        -331.5706    -335.0674       3.4968   370.6
1.6215        -331.5686    -334.9534       3.3848   358.7
1.6220        -331.5665    -334.8368       3.2702   346.6
1.6225        -331.5643    -334.7440       3.1797   337.0
1.6230        -331.5626    -334.7015       3.1389   332.7
1.6235        -331.5619    -334.7258       3.1640   335.3
1.6240        -331.5631    -334.8137       3.2506   344.5
1.6245        -331.5663    -334.9295       3.3632   356.4
1.6250        -331.5692    -335.0108       3.4416   364.7
1.6255        -331.5697    -335.0004       3.4308   363.6
1.6260        -331.5667    -334.8848       3.3181   351.6
1.6265        -331.5608    -334.7086       3.1477   333.6
1.6270        -331.5563    -334.5541       2.9978   317.7
1.6275        -331.5549    -334.4869       2.9319   310.7
1.6280        -331.5561    -334.5191       2.9630   314.0
1.6285        -331.5579    -334.6158       3.0579   324.1
1.6290        -331.5587    -334.7257       3.1670   335.6
1.6295        -331.5581    -334.8079       3.2498   344.4
1.6300        -331.5562    -334.8415       3.2853   348.2
1.6305        -331.5536    -334.8268       3.2731   346.9
1.6310        -331.5497    -334.7817       3.2320   342.5
1.6315        -331.5465    -334.7381       3.1916   338.2
1.6320        -331.5440    -334.7223       3.1783   336.8
1.6325        -331.5420    -334.7486       3.2066   339.8
1.6330        -331.5402    -334.8218       3.2816   347.8
1.6335        -331.5397    -334.9386       3.3989   360.2
1.6340        -331.5407    -335.0780       3.5373   374.9
1.6345        -331.5423    -335.1991       3.6568   387.5
1.6350        -331.5426    -335.2568       3.7142   393.6
1.6355        -331.5406    -335.2324       3.6918   391.2
1.6360        -331.5378    -335.1484       3.6106   382.6
1.6365        -331.5360    -335.0500       3.5140   372.4
1.6370        -331.5367    -334.9713       3.4346   364.0
1.6375        -331.5381    -334.9179       3.3798   358.2
1.6380        -331.5394    -334.8833       3.3439   354.4
1.6385        -331.5405    -334.8649       3.3244   352.3
1.6390        -331.5420    -334.8630       3.3211   352.0
1.6395        -331.5441    -334.8734       3.3294   352.8
1.6400        -331.5466    -334.8855       3.3389   353.9
1.6405        -331.5489    -334.8875       3.3386   353.8
1.6410        -331.5505    -334.8717       3.3213   352.0
1.6415        -331.5516    -334.8426       3.2910   348.8
1.6420        -331.5520    -334.8148       3.2627   345.8
1.6425        -331.5521    -334.8117       3.2597   345.5
1.6430        -331.5539    -334.8582       3.3043   350.2
1.6435        -331.5581    -334.9551       3.3970   360.0
1.6440        -331.5645    -335.0678       3.5034   371.3
1.6445        -331.5692    -335.1418       3.5726   378.6
1.6450        -331.5713    -335.1474       3.5761   379.0
1.6455        -331.5721    -335.1002       3.5281   373.9
1.6460        -331.5734    -335.0442       3.4708   367.8
1.6465        -331.5774    -335.0143       3.4369   364.2
1.6470        -331.5823    -335.0143       3.4321   363.7
1.6475        -331.5876    -335.0316       3.4440   365.0
1.6480        -331.5930    -335.0490       3.4560   366.3
1.6485        -331.5981    -335.0546       3.4565   366.3
1.6490        -331.6025    -335.0453       3.4428   364.9
1.6495        -331.6071    -335.0307       3.4236   362.8
1.6500        -331.6121    -335.0243       3.4121   361.6
1.6505        -331.6189    -335.0307       3.4118   361.6
1.6510        -331.6259    -335.0367       3.4108   361.5
1.6515        -331.6324    -335.0270       3.3946   359.7
1.6520        -331.6378    -334.9981       3.3604   356.1
1.6525        -331.6428    -334.9630       3.3202   351.9
1.6530        -331.6485    -334.9405       3.2920   348.9
1.6535        -331.6556    -334.9417       3.2861   348.3
1.6540        -331.6627    -334.9609       3.2982   349.5
1.6545        -331.6695    -334.9899       3.3204   351.9
1.6550        -331.6764    -335.0278       3.3513   355.2
1.6555        -331.6851    -335.0693       3.3843   358.7
1.6560        -331.6937    -335.0908       3.3971   360.0
1.6565        -331.7012    -335.0672       3.3660   356.7
1.6570        -331.7069    -334.9952       3.2883   348.5
1.6575        -331.7117    -334.8993       3.1875   337.8
1.6580        -331.7169    -334.8133       3.0965   328.2
1.6585        -331.7232    -334.7621       3.0389   322.1
1.6590        -331.7299    -334.7517       3.0217   320.2
1.6595        -331.7364    -334.7756       3.0393   322.1
1.6600        -331.7427    -334.8260       3.0833   326.8
1.6605        -331.7491    -334.8948       3.1456   333.4
1.6610        -331.7551    -334.9707       3.2156   340.8
1.6615        -331.7616    -335.0434       3.2818   347.8
1.6620        -331.7679    -335.1011       3.3332   353.2
1.6625        -331.7738    -335.1381       3.3642   356.5
1.6630        -331.7792    -335.1571       3.3779   358.0
1.6635        -331.7845    -335.1702       3.3856   358.8
1.6640        -331.7898    -335.1937       3.4040   360.7
1.6645        -331.7965    -335.2430       3.4465   365.2
1.6650        -331.8042    -335.3177       3.5134   372.3
1.6655        -331.8136    -335.4016       3.5880   380.2
1.6660        -331.8219    -335.4700       3.6481   386.6
1.6665        -331.8303    -335.5140       3.6838   390.4
1.6670        -331.8394    -335.5360       3.6966   391.8
1.6675        -331.8488    -335.5413       3.6925   391.3
1.6680        -331.8591    -335.5400       3.6809   390.1
1.6685        -331.8699    -335.5404       3.6705   389.0
1.6690        -331.8819    -335.5479       3.6660   388.5
1.6695        -331.8949    -335.5623       3.6674   388.7
1.6700        -331.9085    -335.5788       3.6703   389.0
1.6705        -331.9225    -335.5920       3.6695   388.9
1.6710        -331.9371    -335.5982       3.6611   388.0
1.6715        -331.9519    -335.5933       3.6414   385.9
1.6720        -331.9669    -335.5735       3.6066   382.2
1.6725        -331.9810    -335.5423       3.5613   377.4
1.6730        -331.9945    -335.5214       3.5269   373.8
1.6735        -332.0094    -335.5419       3.5324   374.4
1.6740        -332.0274    -335.6161       3.5887   380.3
1.6745        -332.0482    -335.7158       3.6676   388.7
1.6750        -332.0692    -335.7832       3.7140   393.6
1.6755        -332.0880    -335.7714       3.6834   390.4
1.6760        -332.1046    -335.6729       3.5682   378.2
1.6765        -332.1197    -335.5197       3.4000   360.3
1.6770        -332.1345    -335.3631       3.2286   342.2
1.6775        -332.1496    -335.2492       3.0995   328.5
1.6780        -332.1651    -335.2081       3.0430   322.5
1.6785        -332.1818    -335.2502       3.0684   325.2
1.6790        -332.1999    -335.3615       3.1616   335.1
1.6795        -332.2192    -335.5081       3.2889   348.5
1.6800        -332.2395    -335.6449       3.4054   360.9
1.6805        -332.2592    -335.7266       3.4674   367.5
1.6810        -332.2781    -335.7244       3.4463   365.2
1.6815        -332.2950    -335.6336       3.3386   353.8
1.6820        -332.3087    -335.4836       3.1749   336.5
1.6825        -332.3211    -335.3364       3.0153   319.5
1.6830        -332.3345    -335.2564       2.9219   309.7
1.6835        -332.3504    -335.2775       2.9271   310.2
1.6840        -332.3683    -335.3862       3.0179   319.8
1.6845        -332.3863    -335.5372       3.1509   333.9
1.6850        -332.4043    -335.6814       3.2772   347.3
1.6855        -332.4218    -335.7787       3.3570   355.8
1.6860        -332.4388    -335.8050       3.3662   356.7
1.6865        -332.4542    -335.7541       3.2999   349.7
1.6870        -332.4675    -335.6441       3.1766   336.6
1.6875        -332.4798    -335.5150       3.0351   321.7
1.6880        -332.4922    -335.4104       2.9182   309.3
1.6885        -332.5060    -335.3592       2.8532   302.4
1.6890        -332.5204    -335.3621       2.8417   301.2
1.6895        -332.5346    -335.3983       2.8637   303.5
1.6900        -332.5485    -335.4397       2.8912   306.4
1.6905        -332.5613    -335.4620       2.9007   307.4
1.6910        -332.5723    -335.4557       2.8834   305.6
1.6915        -332.5811    -335.4354       2.8543   302.5
1.6920        -332.5897    -335.4365       2.8467   301.7
1.6925        -332.5999    -335.4910       2.8912   306.4
1.6930        -332.6131    -335.5993       2.9863   316.5
1.6935        -332.6273    -335.7160       3.0887   327.3
1.6940        -332.6394    -335.7805       3.1411   332.9
1.6945        -332.6486    -335.7637       3.1151   330.1
1.6950        -332.6554    -335.6833       3.0278   320.9
1.6955        -332.6613    -335.5876       2.9263   310.1
1.6960        -332.6681    -335.5285       2.8605   303.1
1.6965        -332.6760    -335.5350       2.8590   303.0
1.6970        -332.6848    -335.6070       2.9222   309.7
1.6975        -332.6940    -335.7244       3.0304   321.2
1.6980        -332.7030    -335.8573       3.1543   334.3
1.6985        -332.7122    -335.9742       3.2619   345.7
1.6990        -332.7214    -336.0437       3.3223   352.1
1.6995        -332.7302    -336.0423       3.3121   351.0
1.7000        -332.7369    -335.9617       3.2247   341.7
1.7005        -332.7415    -335.8214       3.0799   326.4
1.7010        -332.7446    -335.6706       2.9261   310.1
1.7015        -332.7481    -335.5705       2.8224   299.1
1.7020        -332.7536    -335.5641       2.8104   297.8
1.7025        -332.7621    -335.6511       2.8890   306.2
1.7030        -332.7708    -335.7858       3.0150   319.5
1.7035        -332.7780    -335.9121       3.1341   332.1
1.7040        -332.7841    -335.9923       3.2082   340.0
1.7045        -332.7882    -336.0133       3.2250   341.8
1.7050        -332.7922    -335.9870       3.1948   338.6
1.7055        -332.7955    -335.9349       3.1394   332.7
1.7060        -332.7991    -335.8825       3.0833   326.8
1.7065        -332.8029    -335.8489       3.0460   322.8
1.7070        -332.8066    -335.8466       3.0399   322.2
1.7075        -332.8114    -335.8798       3.0685   325.2
1.7080        -332.8167    -335.9368       3.1201   330.7
1.7085        -332.8222    -335.9927       3.1705   336.0
1.7090        -332.8268    -336.0205       3.1937   338.5
1.7095        -332.8297    -336.0059       3.1763   336.6
1.7100        -332.8314    -335.9575       3.1261   331.3
1.7105        -332.8326    -335.8999       3.0673   325.1
1.7110        -332.8344    -335.8635       3.0291   321.0
1.7115        -332.8378    -335.8650       3.0272   320.8
1.7120        -332.8420    -335.8925       3.0505   323.3
1.7125        -332.8457    -335.9164       3.0706   325.4
1.7130        -332.8477    -335.9124       3.0646   324.8
1.7135        -332.8481    -335.8768       3.0287   321.0
1.7140        -332.8485    -335.8227       2.9742   315.2
1.7145        -332.8487    -335.7667       2.9180   309.2
1.7150        -332.8485    -335.7256       2.8772   304.9
1.7155        -332.8482    -335.7141       2.8658   303.7
1.7160        -332.8484    -335.7391       2.8907   306.3
1.7165        -332.8489    -335.7955       2.9466   312.3
1.7170        -332.8494    -335.8684       3.0190   319.9
1.7175        -332.8494    -335.9381       3.0886   327.3
1.7180        -332.8493    -335.9840       3.1348   332.2
1.7185        -332.8485    -335.9872       3.1387   332.6
1.7190        -332.8460    -335.9392       3.0931   327.8
1.7195        -332.8417    -335.8552       3.0135   319.4
1.7200        -332.8366    -335.7737       2.9371   311.3
1.7205        -332.8327    -335.7400       2.9073   308.1
1.7210        -332.8306    -335.7759       2.9453   312.1
1.7215        -332.8296    -335.8668       3.0372   321.9
1.7220        -332.8283    -335.9744       3.1461   333.4
1.7225        -332.8262    -336.0570       3.2309   342.4
1.7230        -332.8225    -336.0867       3.2642   345.9
1.7235        -332.8173    -336.0586       3.2413   343.5
1.7240        -332.8115    -335.9883       3.1768   336.7
1.7245        -332.8052    -335.9054       3.1003   328.6
1.7250        -332.7992    -335.8469       3.0477   323.0
1.7255        -332.7943    -335.8425       3.0482   323.0
1.7260        -332.7912    -335.8995       3.1083   329.4
1.7265        -332.7886    -335.9947       3.2061   339.8
1.7270        -332.7856    -336.0901       3.3044   350.2
1.7275        -332.7815    -336.1524       3.3709   357.2
1.7280        -332.7762    -336.1670       3.3908   359.3
1.7285        -332.7705    -336.1376       3.3671   356.8
1.7290        -332.7639    -336.0786       3.3147   351.3
1.7295        -332.7572    -336.0183       3.2611   345.6
1.7300        -332.7516    -335.9880       3.2364   343.0
1.7305        -332.7476    -336.0022       3.2546   344.9
1.7310        -332.7449    -336.0479       3.3030   350.0
1.7315        -332.7422    -336.0942       3.3520   355.2
1.7320        -332.7386    -336.1110       3.3724   357.4
1.7325        -332.7334    -336.0846       3.3512   355.2
1.7330        -332.7281    -336.0251       3.2970   349.4
1.7335        -332.7223    -335.9530       3.2307   342.4
1.7340        -332.7174    -335.8924       3.1750   336.5
1.7345        -332.7133    -335.8584       3.1451   333.3
1.7350        -332.7096    -335.8549       3.1452   333.3
1.7355        -332.7064    -335.8752       3.1689   335.8
1.7360        -332.7035    -335.9032       3.1997   339.1
1.7365        -332.7006    -335.9153       3.2147   340.7
1.7370        -332.6961    -335.8901       3.1939   338.5
1.7375        -332.6903    -335.8250       3.1347   332.2
1.7380        -332.6831    -335.7411       3.0580   324.1
1.7385        -332.6759    -335.6773       3.0014   318.1
1.7390        -332.6702    -335.6676       2.9974   317.7
1.7395        -332.6664    -335.7190       3.0526   323.5
1.7400        -332.6630    -335.8053       3.1424   333.0
1.7405        -332.6587    -335.8866       3.2278   342.1
1.7410        -332.6533    -335.9311       3.2778   347.4
1.7415        -332.6464    -335.9247       3.2783   347.4
1.7420        -332.6385    -335.8738       3.2353   342.9
1.7425        -332.6305    -335.8039       3.1734   336.3
1.7430        -332.6232    -335.7450       3.1218   330.8
1.7435        -332.6167    -335.7191       3.1025   328.8
1.7440        -332.6109    -335.7349       3.1240   331.1
1.7445        -332.6053    -335.7841       3.1788   336.9
1.7450        -332.5993    -335.8517       3.2524   344.7
1.7455        -332.5927    -335.9256       3.3328   353.2
1.7460        -332.5873    -335.9945       3.4072   361.1
1.7465        -332.5820    -336.0376       3.4556   366.2
1.7470        -332.5761    -336.0325       3.4564   366.3
1.7475        -332.5679    -335.9718       3.4039   360.7
1.7480        -332.5579    -335.8845       3.3266   352.5
1.7485        -332.5489    -335.8268       3.2779   347.4
1.7490        -332.5438    -335.8368       3.2930   349.0
1.7495        -332.5402    -335.9021       3.3619   356.3
1.7500        -332.5365    -335.9826       3.4462   365.2
1.7505        -332.5320    -336.0399       3.5079   371.8
1.7510        -332.5266    -336.0499       3.5234   373.4
1.7515        -332.5209    -336.0066       3.4857   369.4
1.7520        -332.5146    -335.9176       3.4030   360.6
1.7525        -332.5079    -335.8068       3.2990   349.6
1.7530        -332.5012    -335.7101       3.2088   340.1
1.7535        -332.4961    -335.6609       3.1648   335.4
1.7540        -332.4928    -335.6721       3.1793   336.9
1.7545        -332.4901    -335.7294       3.2392   343.3
1.7550        -332.4874    -335.8047       3.3173   351.6
1.7555        -332.4841    -335.8687       3.3846   358.7
1.7560        -332.4803    -335.9001       3.4198   362.4
1.7565        -332.4756    -335.8892       3.4135   361.8
1.7570        -332.4703    -335.8421       3.3718   357.3
1.7575        -332.4638    -335.7833       3.3196   351.8
1.7580        -332.4585    -335.7495       3.2910   348.8
1.7585        -332.4553    -335.7599       3.3046   350.2
1.7590        -332.4533    -335.8034       3.3501   355.0
1.7595        -332.4513    -335.8517       3.4003   360.4
1.7600        -332.4476    -335.8803       3.4327   363.8
1.7605        -332.4435    -335.8860       3.4425   364.8
1.7610        -332.4396    -335.8774       3.4378   364.3
1.7615        -332.4359    -335.8650       3.4291   363.4
1.7620        -332.4332    -335.8584       3.4251   363.0
1.7625        -332.4306    -335.8606       3.4300   363.5
1.7630        -332.4283    -335.8740       3.4457   365.2
1.7635        -332.4268    -335.8980       3.4712   367.9
1.7640        -332.4260    -335.9233       3.4972   370.6
1.7645        -332.4258    -335.9356       3.5097   372.0
1.7650        -332.4254    -335.9201       3.4948   370.4
1.7655        -332.4238    -335.8709       3.4471   365.3
1.7660        -332.4213    -335.8025       3.3812   358.3
1.7665        -332.4192    -335.7458       3.3266   352.5
1.7670        -332.4188    -335.7280       3.3092   350.7
1.7675        -332.4206    -335.7505       3.3299   352.9
1.7680        -332.4226    -335.7840       3.3615   356.2
1.7685        -332.4235    -335.7941       3.3706   357.2
1.7690        -332.4232    -335.7625       3.3393   353.9
1.7695        -332.4221    -335.6929       3.2709   346.6
1.7700        -332.4214    -335.6034       3.1820   337.2
1.7705        -332.4203    -335.5123       3.0920   327.7
1.7710        -332.4196    -335.4379       3.0184   319.9
1.7715        -332.4187    -335.3940       2.9753   315.3
1.7720        -332.4182    -335.3902       2.9721   315.0
1.7725        -332.4180    -335.4263       3.0083   318.8
1.7730        -332.4182    -335.4904       3.0721   325.6
1.7735        -332.4188    -335.5595       3.1406   332.8
1.7740        -332.4193    -335.6018       3.1826   337.3
1.7745        -332.4187    -335.5881       3.1694   335.9
1.7750        -332.4159    -335.5056       3.0897   327.4
1.7755        -332.4106    -335.3740       2.9634   314.1
1.7760        -332.4044    -335.2457       2.8413   301.1
1.7765        -332.4000    -335.1809       2.7808   294.7
1.7770        -332.3987    -335.2084       2.8097   297.8
1.7775        -332.3987    -335.3049       2.9061   308.0
1.7780        -332.3978    -335.4147       3.0169   319.7
1.7785        -332.3949    -335.4853       3.0904   327.5
1.7790        -332.3895    -335.4905       3.1010   328.6
1.7795        -332.3830    -335.4371       3.0541   323.7
1.7800        -332.3760    -335.3495       2.9735   315.1
1.7805        -332.3693    -335.2576       2.8883   306.1
1.7810        -332.3632    -335.1837       2.8204   298.9
1.7815        -332.3569    -335.1380       2.7811   294.7
1.7820        -332.3505    -335.1274       2.7769   294.3
1.7825        -332.3438    -335.1552       2.8115   298.0
1.7830        -332.3374    -335.2168       2.8795   305.2
1.7835        -332.3315    -335.2923       2.9608   313.8
1.7840        -332.3246    -335.3500       3.0253   320.6
1.7845        -332.3157    -335.3669       3.0512   323.4
1.7850        -332.3051    -335.3429       3.0379   321.9
1.7855        -332.2942    -335.2988       3.0046   318.4
1.7860        -332.2839    -335.2594       2.9755   315.3
1.7865        -332.2741    -335.2374       2.9634   314.0
1.7870        -332.2639    -335.2343       2.9704   314.8
1.7875        -332.2533    -335.2496       2.9962   317.5
1.7880        -332.2431    -335.2802       3.0371   321.9
1.7885        -332.2324    -335.3162       3.0839   326.8
1.7890        -332.2211    -335.3447       3.1236   331.0
1.7895        -332.2081    -335.3583       3.1502   333.9
1.7900        -332.1949    -335.3677       3.1728   336.2
1.7905        -332.1820    -335.3859       3.2039   339.5
1.7910        -332.1697    -335.4187       3.2490   344.3
1.7915        -332.1571    -335.4603       3.3032   350.1
1.7920        -332.1448    -335.5002       3.3554   355.6
1.7925        -332.1319    -335.5296       3.3978   360.1
1.7930        -332.1187    -335.5455       3.4268   363.2
1.7935        -332.1052    -335.5491       3.4439   365.0
1.7940        -332.0914    -335.5492       3.4578   366.4
1.7945        -332.0782    -335.5606       3.4823   369.1
1.7950        -332.0656    -335.5943       3.5287   374.0
1.7955        -332.0555    -335.6489       3.5934   380.8
1.7960        -332.0453    -335.6983       3.6529   387.1
1.7965        -332.0343    -335.7154       3.6811   390.1
1.7970        -332.0224    -335.6922       3.6699   388.9
1.7975        -332.0109    -335.6410       3.6301   384.7
1.7980        -331.9999    -335.5785       3.5785   379.2
1.7985        -331.9903    -335.5213       3.5310   374.2
1.7990        -331.9814    -335.4808       3.4994   370.9
1.7995        -331.9731    -335.4624       3.4893   369.8
1.8000        -331.9651    -335.4670       3.5019   371.1
1.8005        -331.9583    -335.4897       3.5314   374.2
1.8010        -331.9521    -335.5151       3.5631   377.6
1.8015        -331.9462    -335.5246       3.5784   379.2
1.8020        -331.9398    -335.5003       3.5605   377.3
1.8025        -331.9327    -335.4365       3.5038   371.3
1.8030        -331.9250    -335.3464       3.4215   362.6
1.8035        -331.9166    -335.2621       3.3455   354.5
1.8040        -331.9098    -335.2251       3.3154   351.4
1.8045        -331.9053    -335.2600       3.3546   355.5
1.8050        -331.9032    -335.3531       3.4499   365.6
1.8055        -331.9017    -335.4561       3.5545   376.7
1.8060        -331.8986    -335.5171       3.6186   383.5
1.8065        -331.8936    -335.5106       3.6170   383.3
1.8070        -331.8879    -335.4451       3.5572   377.0
1.8075        -331.8829    -335.3507       3.4678   367.5
1.8080        -331.8784    -335.2600       3.3816   358.4
1.8085        -331.8747    -335.2007       3.3260   352.5
1.8090        -331.8722    -335.1885       3.3164   351.5
1.8095        -331.8703    -335.2256       3.3552   355.6
1.8100        -331.8689    -335.3024       3.4336   363.9
1.8105        -331.8684    -335.3998       3.5314   374.3
1.8110        -331.8682    -335.4888       3.6206   383.7
1.8115        -331.8681    -335.5404       3.6723   389.2
1.8120        -331.8671    -335.5328       3.6658   388.5
1.8125        -331.8649    -335.4673       3.6025   381.8
1.8130        -331.8613    -335.3749       3.5136   372.4
1.8135        -331.8589    -335.3096       3.4507   365.7
1.8140        -331.8593    -335.3155       3.4562   366.3
1.8145        -331.8632    -335.3952       3.5320   374.3
1.8150        -331.8678    -335.5047       3.6369   385.4
1.8155        -331.8713    -335.5937       3.7224   394.5
1.8160        -331.8738    -335.6355       3.7617   398.7
1.8165        -331.8762    -335.6293       3.7532   397.8
1.8170        -331.8794    -335.5904       3.7110   393.3
1.8175        -331.8830    -335.5358       3.6528   387.1
1.8180        -331.8880    -335.4793       3.5913   380.6
1.8185        -331.8930    -335.4277       3.5347   374.6
1.8190        -331.8981    -335.3892       3.4911   370.0
1.8195        -331.9036    -335.3752       3.4716   367.9
1.8200        -331.9107    -335.3914       3.4807   368.9
1.8205        -331.9183    -335.4286       3.5103   372.0
1.8210        -331.9281    -335.4670       3.5389   375.0
1.8215        -331.9360    -335.4745       3.5385   375.0
1.8220        -331.9437    -335.4351       3.4914   370.0
1.8225        -331.9492    -335.3554       3.4062   361.0
1.8230        -331.9537    -335.2732       3.3195   351.8
1.8235        -331.9601    -335.2377       3.2776   347.4
1.8240        -331.9690    -335.2712       3.3022   350.0
1.8245        -331.9801    -335.3553       3.3753   357.7
1.8250        -331.9909    -335.4444       3.4535   366.0
1.8255        -332.0001    -335.5007       3.5006   371.0
1.8260        -332.0083    -335.5149       3.5066   371.6
1.8265        -332.0168    -335.4987       3.4819   369.0
1.8270        -332.0257    -335.4670       3.4413   364.7
1.8275        -332.0357    -335.4291       3.3934   359.6
1.8280        -332.0456    -335.3851       3.3395   353.9
1.8285        -332.0549    -335.3353       3.2805   347.7
1.8290        -332.0633    -335.2881       3.2248   341.8
1.8295        -332.0716    -335.2609       3.1893   338.0
1.8300        -332.0811    -335.2698       3.1887   337.9
1.8305        -332.0916    -335.3124       3.2207   341.3
1.8310        -332.1030    -335.3674       3.2644   346.0
1.8315        -332.1141    -335.4034       3.2893   348.6
1.8320        -332.1233    -335.3962       3.2728   346.8
1.8325        -332.1307    -335.3494       3.2187   341.1
1.8330        -332.1374    -335.2954       3.1580   334.7
1.8335        -332.1454    -335.2720       3.1266   331.3
1.8340        -332.1551    -335.2952       3.1400   332.8
1.8345        -332.1654    -335.3530       3.1877   337.8
1.8350        -332.1757    -335.4207       3.2450   343.9
1.8355        -332.1852    -335.4759       3.2907   348.7
1.8360        -332.1938    -335.5093       3.3155   351.4
1.8365        -332.2024    -335.5258       3.3233   352.2
1.8370        -332.2113    -335.5341       3.3228   352.1
1.8375        -332.2208    -335.5399       3.3190   351.7
1.8380        -332.2306    -335.5416       3.3111   350.9
1.8385        -332.2408    -335.5332       3.2924   348.9
1.8390        -332.2503    -335.5042       3.2539   344.8
1.8395        -332.2592    -335.4518       3.1927   338.3
1.8400        -332.2669    -335.3848       3.1179   330.4
1.8405        -332.2744    -335.3227       3.0483   323.1
1.8410        -332.2822    -335.2840       3.0018   318.1
1.8415        -332.2905    -335.2770       2.9865   316.5
1.8420        -332.2989    -335.2965       2.9977   317.7
1.8425        -332.3075    -335.3293       3.0218   320.2
1.8430        -332.3156    -335.3584       3.0428   322.5
1.8435        -332.3230    -335.3689       3.0459   322.8
1.8440        -332.3291    -335.3532       3.0240   320.5
1.8445        -332.3340    -335.3198       2.9858   316.4
1.8450        -332.3378    -335.2922       2.9544   313.1
1.8455        -332.3426    -335.2972       2.9545   313.1
1.8460        -332.3481    -335.3468       2.9988   317.8
1.8465        -332.3548    -335.4345       3.0798   326.4
1.8470        -332.3615    -335.5357       3.1742   336.4
1.8475        -332.3681    -335.6209       3.2528   344.7
1.8480        -332.3734    -335.6664       3.2930   349.0
1.8485        -332.3782    -335.6644       3.2861   348.3
1.8490        -332.3819    -335.6205       3.2386   343.2
1.8495        -332.3855    -335.5534       3.1679   335.7
1.8500        -332.3886    -335.4871       3.0985   328.4
1.8505        -332.3923    -335.4454       3.0531   323.6
1.8510        -332.3970    -335.4393       3.0424   322.4
1.8515        -332.4018    -335.4626       3.0608   324.4
1.8520        -332.4065    -335.5002       3.0938   327.9
1.8525        -332.4113    -335.5345       3.1232   331.0
1.8530        -332.4161    -335.5445       3.1284   331.5
1.8535        -332.4197    -335.5127       3.0930   327.8
1.8540        -332.4213    -335.4365       3.0152   319.5
1.8545        -332.4212    -335.3379       2.9167   309.1
1.8550        -332.4208    -335.2583       2.8375   300.7
1.8555        -332.4214    -335.2392       2.8178   298.6
1.8560        -332.4232    -335.2990       2.8758   304.8
1.8565        -332.4266    -335.4263       2.9997   317.9
1.8570        -332.4304    -335.5814       3.1510   333.9
1.8575        -332.4339    -335.7140       3.2802   347.6
1.8580        -332.4356    -335.7812       3.3456   354.6
1.8585        -332.4357    -335.7658       3.3301   352.9
1.8590        -332.4345    -335.6798       3.2453   343.9
1.8595        -332.4325    -335.5568       3.1243   331.1
1.8600        -332.4309    -335.4399       3.0089   318.9
1.8605        -332.4306    -335.3632       2.9326   310.8
1.8610        -332.4310    -335.3388       2.9079   308.2
1.8615        -332.4313    -335.3615       2.9302   310.5
