# T[K], S_O2[eV/K], S_CO[eV/K]
100.0000000000, 0.0018011040, 0.0017219611
101.0000000000, 0.0018041051, 0.0017249622
102.0000000000, 0.0018070766, 0.0017279337
103.0000000000, 0.0018100191, 0.0017308762
104.0000000000, 0.0018129332, 0.0017337903
105.0000000000, 0.0018158194, 0.0017366765
106.0000000000, 0.0018186783, 0.0017395354
107.0000000000, 0.0018215103, 0.0017423674
108.0000000000, 0.0018243159, 0.0017451730
109.0000000000, 0.0018270957, 0.0017479528
110.0000000000, 0.0018298501, 0.0017507073
111.0000000000, 0.0018325796, 0.0017534367
112.0000000000, 0.0018352846, 0.0017561417
113.0000000000, 0.0018379656, 0.0017588227
114.0000000000, 0.0018406230, 0.0017614801
115.0000000000, 0.0018432571, 0.0017641142
116.0000000000, 0.0018458684, 0.0017667255
117.0000000000, 0.0018484573, 0.0017693144
118.0000000000, 0.0018510242, 0.0017718813
119.0000000000, 0.0018535694, 0.0017744265
120.0000000000, 0.0018560934, 0.0017769505
121.0000000000, 0.0018585963, 0.0017794534
122.0000000000, 0.0018610787, 0.0017819358
123.0000000000, 0.0018635408, 0.0017843979
124.0000000000, 0.0018659830, 0.0017868401
125.0000000000, 0.0018684056, 0.0017892626
126.0000000000, 0.0018708088, 0.0017916659
127.0000000000, 0.0018731931, 0.0017940502
128.0000000000, 0.0018755586, 0.0017964157
129.0000000000, 0.0018779058, 0.0017987629
130.0000000000, 0.0018802348, 0.0018010919
131.0000000000, 0.0018825460, 0.0018034031
132.0000000000, 0.0018848396, 0.0018056967
133.0000000000, 0.0018871159, 0.0018079729
134.0000000000, 0.0018893752, 0.0018102322
135.0000000000, 0.0018916176, 0.0018124746
136.0000000000, 0.0018938435, 0.0018147005
137.0000000000, 0.0018960531, 0.0018169101
138.0000000000, 0.0018982466, 0.0018191036
139.0000000000, 0.0019004243, 0.0018212813
140.0000000000, 0.0019025864, 0.0018234434
141.0000000000, 0.0019047331, 0.0018255901
142.0000000000, 0.0019068647, 0.0018277216
143.0000000000, 0.0019089812, 0.0018298381
144.0000000000, 0.0019110831, 0.0018319399
145.0000000000, 0.0019131703, 0.0018340272
146.0000000000, 0.0019152433, 0.0018361001
147.0000000000, 0.0019173021, 0.0018381589
148.0000000000, 0.0019193469, 0.0018402037
149.0000000000, 0.0019213780, 0.0018422347
150.0000000000, 0.0019233955, 0.0018442522
151.0000000000, 0.0019253996, 0.0018462563
152.0000000000, 0.0019273905, 0.0018482471
153.0000000000, 0.0019293683, 0.0018502249
154.0000000000, 0.0019313332, 0.0018521898
155.0000000000, 0.0019332854, 0.0018541420
156.0000000000, 0.0019352251, 0.0018560816
157.0000000000, 0.0019371524, 0.0018580088
158.0000000000, 0.0019390675, 0.0018599238
159.0000000000, 0.0019409705, 0.0018618267
160.0000000000, 0.0019428615, 0.0018637177
161.0000000000, 0.0019447408, 0.0018655970
162.0000000000, 0.0019466085, 0.0018674646
163.0000000000, 0.0019484646, 0.0018693206
164.0000000000, 0.0019503095, 0.0018711654
165.0000000000, 0.0019521431, 0.0018729989
166.0000000000, 0.0019539657, 0.0018748214
167.0000000000, 0.0019557773, 0.0018766329
168.0000000000, 0.0019575781, 0.0018784336
169.0000000000, 0.0019593683, 0.0018802237
170.0000000000, 0.0019611478, 0.0018820032
171.0000000000, 0.0019629170, 0.0018837722
172.0000000000, 0.0019646759, 0.0018855309
173.0000000000, 0.0019664246, 0.0018872795
174.0000000000, 0.0019681632, 0.0018890180
175.0000000000, 0.0019698919, 0.0018907465
176.0000000000, 0.0019716107, 0.0018924652
177.0000000000, 0.0019733198, 0.0018941741
178.0000000000, 0.0019750193, 0.0018958735
179.0000000000, 0.0019767094, 0.0018975633
180.0000000000, 0.0019783900, 0.0018992437
181.0000000000, 0.0019800613, 0.0019009148
182.0000000000, 0.0019817234, 0.0019025767
183.0000000000, 0.0019833765, 0.0019042295
184.0000000000, 0.0019850205, 0.0019058734
185.0000000000, 0.0019866557, 0.0019075083
186.0000000000, 0.0019882821, 0.0019091344
187.0000000000, 0.0019898998, 0.0019107518
188.0000000000, 0.0019915089, 0.0019123607
189.0000000000, 0.0019931094, 0.0019139609
190.0000000000, 0.0019947016, 0.0019155528
191.0000000000, 0.0019962854, 0.0019171363
192.0000000000, 0.0019978610, 0.0019187116
193.0000000000, 0.0019994284, 0.0019202787
194.0000000000, 0.0020009878, 0.0019218377
195.0000000000, 0.0020025392, 0.0019233887
196.0000000000, 0.0020040827, 0.0019249318
197.0000000000, 0.0020056183, 0.0019264670
198.0000000000, 0.0020071462, 0.0019279945
199.0000000000, 0.0020086665, 0.0019295144
200.0000000000, 0.0020101792, 0.0019310266
201.0000000000, 0.0020116844, 0.0019325313
202.0000000000, 0.0020131821, 0.0019340286
203.0000000000, 0.0020146725, 0.0019355185
204.0000000000, 0.0020161556, 0.0019370011
205.0000000000, 0.0020176315, 0.0019384764
206.0000000000, 0.0020191003, 0.0019399447
207.0000000000, 0.0020205620, 0.0019414058
208.0000000000, 0.0020220167, 0.0019428599
209.0000000000, 0.0020234644, 0.0019443071
210.0000000000, 0.0020249053, 0.0019457474
211.0000000000, 0.0020263395, 0.0019471808
212.0000000000, 0.0020277668, 0.0019486076
213.0000000000, 0.0020291876, 0.0019500276
214.0000000000, 0.0020306017, 0.0019514410
215.0000000000, 0.0020320093, 0.0019528479
216.0000000000, 0.0020334104, 0.0019542483
217.0000000000, 0.0020348051, 0.0019556422
218.0000000000, 0.0020361935, 0.0019570298
219.0000000000, 0.0020375755, 0.0019584110
220.0000000000, 0.0020389514, 0.0019597860
221.0000000000, 0.0020403210, 0.0019611548
222.0000000000, 0.0020416846, 0.0019625174
223.0000000000, 0.0020430420, 0.0019638740
224.0000000000, 0.0020443935, 0.0019652245
225.0000000000, 0.0020457390, 0.0019665691
226.0000000000, 0.0020470787, 0.0019679077
227.0000000000, 0.0020484125, 0.0019692405
228.0000000000, 0.0020497405, 0.0019705675
229.0000000000, 0.0020510627, 0.0019718887
230.0000000000, 0.0020523793, 0.0019732042
231.0000000000, 0.0020536903, 0.0019745140
232.0000000000, 0.0020549956, 0.0019758182
233.0000000000, 0.0020562955, 0.0019771169
234.0000000000, 0.0020575898, 0.0019784100
235.0000000000, 0.0020588787, 0.0019796977
236.0000000000, 0.0020601623, 0.0019809800
237.0000000000, 0.0020614405, 0.0019822569
238.0000000000, 0.0020627134, 0.0019835285
239.0000000000, 0.0020639810, 0.0019847948
240.0000000000, 0.0020652435, 0.0019860559
241.0000000000, 0.0020665008, 0.0019873117
242.0000000000, 0.0020677530, 0.0019885625
243.0000000000, 0.0020690001, 0.0019898082
244.0000000000, 0.0020702422, 0.0019910488
245.0000000000, 0.0020714793, 0.0019922843
246.0000000000, 0.0020727115, 0.0019935150
247.0000000000, 0.0020739388, 0.0019947407
248.0000000000, 0.0020751613, 0.0019959615
249.0000000000, 0.0020763789, 0.0019971774
250.0000000000, 0.0020775917, 0.0019983886
251.0000000000, 0.0020787999, 0.0019995950
252.0000000000, 0.0020800033, 0.0020007967
253.0000000000, 0.0020812021, 0.0020019936
254.0000000000, 0.0020823962, 0.0020031860
255.0000000000, 0.0020835858, 0.0020043737
256.0000000000, 0.0020847709, 0.0020055568
257.0000000000, 0.0020859514, 0.0020067355
258.0000000000, 0.0020871275, 0.0020079096
259.0000000000, 0.0020882992, 0.0020090792
260.0000000000, 0.0020894664, 0.0020102445
261.0000000000, 0.0020906294, 0.0020114053
262.0000000000, 0.0020917879, 0.0020125618
263.0000000000, 0.0020929423, 0.0020137139
264.0000000000, 0.0020940923, 0.0020148618
265.0000000000, 0.0020952381, 0.0020160054
266.0000000000, 0.0020963798, 0.0020171448
267.0000000000, 0.0020975173, 0.0020182800
268.0000000000, 0.0020986507, 0.0020194111
269.0000000000, 0.0020997800, 0.0020205381
270.0000000000, 0.0021009053, 0.0020216609
271.0000000000, 0.0021020265, 0.0020227797
272.0000000000, 0.0021031437, 0.0020238945
273.0000000000, 0.0021042570, 0.0020250052
274.0000000000, 0.0021053664, 0.0020261121
275.0000000000, 0.0021064719, 0.0020272149
276.0000000000, 0.0021075735, 0.0020283139
277.0000000000, 0.0021086712, 0.0020294090
278.0000000000, 0.0021097652, 0.0020305003
279.0000000000, 0.0021108554, 0.0020315877
280.0000000000, 0.0021119418, 0.0020326714
281.0000000000, 0.0021130245, 0.0020337513
282.0000000000, 0.0021141036, 0.0020348275
283.0000000000, 0.0021151789, 0.0020359000
284.0000000000, 0.0021162507, 0.0020369688
285.0000000000, 0.0021173188, 0.0020380339
286.0000000000, 0.0021183833, 0.0020390955
287.0000000000, 0.0021194443, 0.0020401534
288.0000000000, 0.0021205018, 0.0020412078
289.0000000000, 0.0021215558, 0.0020422586
290.0000000000, 0.0021226063, 0.0020433060
291.0000000000, 0.0021236533, 0.0020443498
292.0000000000, 0.0021246969, 0.0020453902
293.0000000000, 0.0021257371, 0.0020464272
294.0000000000, 0.0021267740, 0.0020474607
295.0000000000, 0.0021278075, 0.0020484908
296.0000000000, 0.0021288377, 0.0020495176
297.0000000000, 0.0021298646, 0.0020505411
298.0000000000, 0.0021308882, 0.0020515612
299.0000000000, 0.0021319085, 0.0020525781
300.0000000000, 0.0021329257, 0.0020535917
301.0000000000, 0.0021339396, 0.0020546020
302.0000000000, 0.0021349503, 0.0020556091
303.0000000000, 0.0021359579, 0.0020566130
304.0000000000, 0.0021369624, 0.0020576138
305.0000000000, 0.0021379637, 0.0020586114
306.0000000000, 0.0021389620, 0.0020596058
307.0000000000, 0.0021399571, 0.0020605972
308.0000000000, 0.0021409493, 0.0020615855
309.0000000000, 0.0021419384, 0.0020625707
310.0000000000, 0.0021429245, 0.0020635528
